"Sample"	"Note"	"End.2.Mapping.Rate"	"Chimeric.Pairs"	"Intragenic.Rate"	"Num..Gaps"	"Mapping.Rate"	"Exonic.Rate"	"X5..Norm"	"Genes.Detected"	"Unique.Rate.of.Mapped"	"X3..Norm"	"Read.Length"	"Mean.Per.Base.Cov."	"End.1.Mismatch.Rate"	"Fragment.Length.StdDev"	"Estimated.Library.Size"	"Mapped"	"Intergenic.Rate"	"rRNA"	"Total.Purity.Filtered.Reads.Sequenced"	"Failed.Vendor.QC.Check"	"Mean.CV"	"Transcripts.Detected"	"Mapped.Pairs"	"Cumul..Gap.Length"	"Gap.."	"Unpaired.Reads"	"Intronic.Rate"	"Mapped.Unique.Rate.of.Total"	"Expression.Profiling.Efficiency"	"Mapped.Unique"	"End.2.Mismatch.Rate"	"End.2.Antisense"	"Alternative.Aligments"	"End.2.Sense"	"Fragment.Length.Mean"	"End.1.Antisense"	"Split.Reads"	"Base.Mismatch.Rate"	"End.1.Sense"	"End.1...Sense"	"rRNA.rate"	"End.1.Mapping.Rate"	"No..Covered.5."	"Duplication.Rate.of.Mapped"	"End.2...Sense"
"182"	"ELL3153A76"	"NoDesc"	0.48660052	37283	0.9642212	396	0.48725772	0.8362934	0.3448689	15357	1	0.61841667	75	11.810075	0.00096705905	172	0	11783868	0.03535435	204037	24184055	0	0.6188906	87552	5860751	31328	0.06623242	0	0.12792778	0.48725772	0.4074904	11783868	0.0014021717	107327	1420007	5054372	119	5051270	2426961	0.0011843219	110655	2.143677	0.008436839	0.48791492	190	0	97.9207
"183"	"ELL3153A77"	"NoDesc"	0.69541836	56721	0.9654144	358	0.6965675	0.8454713	0.3782151	16181	1	0.5870165	75	18.474358	0.0009576863	176	0	17478835	0.0341866	245964	25092811	0	0.58700603	91621	8693902	26641	0.056131102	0	0.11994305	0.6965675	0.5889278	17478835	0.0014622974	138165	1912947	7555007	120	7555715	3801732	0.0012095757	143839	1.8681471	0.00980217	0.6977165	197	0	98.204056
"184"	"ELL3153A78"	"NoDesc"	0.51666677	44844	0.959373	486	0.5170876	0.89395803	0.2309139	14494	1	0.8423255	75	13.790552	0.0010209894	174	0	12061430	0.03986476	197662	23325700	0	0.86471087	77164	6004754	45690	0.10325611	0	0.065414965	0.5170876	0.46225458	12061430	0.0014560042	85802	2656166	5043570	123	5015459	2293338	0.0012383198	88932	1.7422646	0.008474001	0.5175084	145	0	98.32724
"185"	"ELL3153A79"	"NoDesc"	0.7614303	56687	0.9668425	311	0.76283073	0.8438892	0.25826648	16643	1	0.60138476	75	22.853285	0.0009695258	173	0	21660357	0.032760266	229686	28394707	0	0.56589496	93133	10773874	21435	0.044276576	0	0.12295324	0.76283073	0.6437446	21660357	0.0016466314	166553	1981924	9371423	119	9377561	4667928	0.0013074571	172264	1.8038446	0.008089042	0.7642312	197	0	98.25379
"186"	"ELL3153A7"	"NoDesc"	0.9519745	209536	0.9613478	203	0.9546194	0.8132759	0.32694754	17790	1	0.6653726	75	53.556026	0.0011141639	177	0	55339197	0.03833807	340435	57969906	0	0.6093474	96229	27513183	13741	0.028201649	0	0.14807197	0.9546194	0.7763689	55339197	0.002304999	416200	3155804	23691329	139	23732328	10532570	0.0017079319	434255	1.7969234	0.005872616	0.9572643	220	0	98.27357
"187"	"ELL3153A80"	"NoDesc"	0.94533145	583325	0.95039976	161	0.94811904	0.7231948	0.36044076	20617	1	0.6745198	75	51.249554	0.0011415405	175	0	58128329	0.049184743	118851	61309102	0	0.5075547	106577	28836388	11998	0.025954865	0	0.22720496	0.94811904	0.6856747	58128329	0.0022787817	642136	4250674	24527754	132	24617448	9904124	0.0017084893	659720	2.6099443	0.0019385539	0.9509067	223	0	97.44879
"188"	"ELL3153A81"	"NoDesc"	0.92591536	131680	0.9504647	203	0.9294993	0.7881525	0.30684796	20153	1	0.6807422	75	41.928837	0.0012480238	152	0	44225441	0.049057037	76175	47579851	0	0.5525999	105864	21931713	15499	0.03271626	0	0.16231221	0.9294993	0.7325872	44225441	0.0025689483	455138	6460806	18557539	121	18657961	8101789	0.0019059395	469596	2.4550757	0.0016009927	0.93308336	223	0	97.60614
"189"	"ELL3153A82"	"NoDesc"	0.9459887	117038	0.95615923	184	0.94957596	0.7650666	0.3658357	20183	1	0.7051679	75	43.983047	0.0012479274	167	0	46701767	0.043418486	126701	49181708	0	0.55828696	106021	23154825	12595	0.025418922	0	0.19109266	0.94957596	0.7264889	46701767	0.0024694414	447196	2820886	19877157	121	19982012	8510654	0.0018563772	462177	2.2606766	0.0025761814	0.95316315	214	0	97.799706
"190"	"ELL3153A83"	"NoDesc"	0.94547606	250137	0.96218616	156	0.9482641	0.774394	0.37368014	18844	1	0.6271943	75	62.965984	0.0012260206	204	0	65664384	0.03740431	162091	69246933	0	0.51472193	99921	32611430	9168	0.020255044	0	0.18779211	0.9482641	0.73433	65664384	0.0024535365	552008	4222036	28171097	156	28271180	12311183	0.001837974	567359	1.9673638	0.0023407678	0.9510522	222	0	98.07817
"191"	"ELL3153A84"	"NoDesc"	0.9435299	132386	0.96418095	203	0.9461994	0.8079608	0.35542256	17489	1	0.582576	75	48.972054	0.0011803599	165	0	49914349	0.035360254	265624	52752459	0	0.5625073	95272	24808750	11717	0.025612665	0	0.15622021	0.9461994	0.76449203	49914349	0.00237579	427154	3112722	21425848	123	21472019	9946397	0.0017763886	441579	2.0150912	0.0050352914	0.94886905	220	0	98.045334
"192"	"ELL3153A85"	"NoDesc"	0.94042474	122439	0.9641761	215	0.9432046	0.82231534	0.3637539	17912	1	0.6086025	75	46.68351	0.0011945436	176	0	45705154	0.03538253	260119	48457305	0	0.5542226	97780	22708078	13477	0.028863987	0	0.14186075	0.9432046	0.77561164	45705154	0.002351074	380867	2875418	19699730	119	19758788	9475398	0.0017711044	392754	1.9490023	0.005368004	0.94598454	218	0	98.10331
"193"	"ELL3153A86"	"NoDesc"	0.94386804	110580	0.96473175	227	0.94665015	0.8194056	0.35060138	17144	1	0.7142807	75	44.70993	0.0011860685	162	0	44920198	0.03479771	251531	47451746	0	0.58639663	93986	22323634	15780	0.030335303	0	0.1453262	0.94665015	0.77569044	44920198	0.002419135	380264	2765269	19283998	120	19327678	9186739	0.00180079	393438	1.9950088	0.0053007747	0.94943225	215	0	98.066216
"194"	"ELL3153A87"	"NoDesc"	0.94226986	111693	0.9640747	177	0.94525546	0.82341605	0.33962268	17882	1	0.67131776	75	48.442207	0.0011837924	176	0	46998403	0.035438247	274010	49720322	0	0.571001	97617	23344166	11423	0.023602117	0	0.14065869	0.94525546	0.7783385	46998403	0.002424977	380151	3039605	20256875	122	20324755	9734872	0.0018024247	392867	1.8962939	0.0055110264	0.94824106	216	0	98.15792
"195"	"ELL3153A88"	"NoDesc"	0.9515698	357735	0.9563894	161	0.954738	0.7590917	0.31004447	19974	1	0.71416235	75	52.812737	0.0012237907	184	0	55695733	0.04321044	115921	58336141	0	0.5443684	104855	27632477	14081	0.032883935	0	0.19729775	0.954738	0.7247337	55695733	0.0024140533	551141	3368051	23690015	131	23794488	10112674	0.0018169471	567698	2.3302424	0.0019871215	0.95790637	214	0	97.726425
"196"	"ELL3153A89"	"NoDesc"	0.9195858	163170	0.951977	244	0.921941	0.81198263	0.33206138	19756	1	0.6579364	75	35.49096	0.0011524378	149	0	37509516	0.047372114	70808	40685375	0	0.6065053	104966	18625469	21790	0.046468083	0	0.13999431	0.921941	0.74860007	37509516	0.002295201	376137	15917114	15729309	121	15781538	7232270	0.0017223597	385593	2.385043	0.0017403796	0.92429614	204	0	97.664536
"197"	"ELL3153A8"	"NoDesc"	0.9519576	198146	0.948741	150	0.95564663	0.74017316	0.33139583	19943	1	0.62280047	75	46.16687	0.0011889082	160	0	51140370	0.050999828	102306	53513887	0	0.5531917	104720	25355596	10228	0.024670215	0	0.2085679	0.95564663	0.707344	51140370	0.0024049175	517877	2894548	21516815	123	21624997	8547068	0.0017945658	535303	2.4155946	0.0019117654	0.9593358	210	0	97.64972
"198"	"ELL3153A90"	"NoDesc"	0.94301355	159122	0.95267946	174	0.9455953	0.7552445	0.40100557	20871	1	0.59837383	75	47.21596	0.0011428631	164	0	51256961	0.046618354	114269	54206021	0	0.5267712	108303	25433538	11208	0.021192113	0	0.19743496	0.9455953	0.7141557	51256961	0.00225414	533908	4118147	21666755	123	21746728	9242615	0.0016969844	548604	2.4606228	0.00210805	0.9481772	218	0	97.595085
"199"	"ELL3153A91"	"NoDesc"	0.93916214	187746	0.961865	185	0.94131494	0.7828506	0.3338063	18518	1	0.68379277	75	52.73416	0.0011176019	178	0	53944565	0.037804533	150927	57307669	0	0.59943503	98758	26808636	12923	0.02719561	0	0.17901437	0.94131494	0.736909	53944565	0.0021962284	439696	3704721	23150192	132	23203751	10223059	0.0016556816	450470	1.9043959	0.0026336266	0.94346774	216	0	98.136086
"200"	"ELL3153A92"	"NoDesc"	0.9210231	117457	0.9657291	177	0.92362934	0.8182055	0.37580484	17950	1	0.6946129	75	45.940456	0.0011330955	177	0	45585791	0.033888914	236311	49355073	0	0.5610835	97786	22647068	13440	0.02940417	0	0.14752373	0.92362934	0.7557186	45585791	0.0022979872	359451	3016103	19698330	127	19750147	9316982	0.0017138978	372019	1.848802	0.0047879783	0.9262355	218	0	98.207924
"201"	"ELL3153A93"	"NoDesc"	0.94758743	141987	0.9624651	213	0.94967175	0.8046562	0.31942448	17616	1	0.70478845	75	51.433628	0.0010894401	170	0	52810659	0.037179973	242639	55609382	0	0.60957205	95619	26268603	14828	0.031329364	0	0.1578089	0.94967175	0.7641592	52810659	0.0022013208	421610	3994539	22658728	130	22687924	10368937	0.0016441602	435238	1.8822598	0.004363274	0.951756	214	0	98.173294
"202"	"ELL3153A94"	"NoDesc"	0.8872852	87354	0.96313506	230	0.8888378	0.8259151	0.3808573	17261	1	0.66938275	75	33.371944	0.0010394525	176	0	33035434	0.03651222	185250	37167000	0	0.57103026	95603	16429612	16864	0.039677013	0	0.13721994	0.8888378	0.7341046	33035434	0.0018265556	286475	3298902	14203055	121	14209413	6769756	0.0014323166	294414	2.0299056	0.00498426	0.8903904	209	0	98.02289
"203"	"ELL3153A95"	"NoDesc"	0.9374979	104299	0.9634346	181	0.9395813	0.8064287	0.30739167	17657	1	0.72262645	75	47.208565	0.0010887258	163	0	49149928	0.03618339	226207	52310461	0	0.5450818	95714	24443911	16196	0.035448667	0	0.15700586	0.9395813	0.7577053	49149928	0.0021932898	408767	3172233	21084709	125	21106280	9394318	0.0016397831	421004	1.9556763	0.004324317	0.9416646	205	0	98.098175
"204"	"ELL3153A96"	"NoDesc"	0.948372	195270	0.95185673	181	0.9509678	0.738801	0.37029436	20520	1	0.67353857	75	51.60271	0.0011320865	173	0	56374258	0.047781084	104850	59280932	0	0.5123881	106467	27977867	13167	0.023529476	0	0.21305576	0.9509678	0.7025759	56374258	0.0022621588	584078	3980051	23850333	131	23928015	9828410	0.0016955803	599598	2.4445837	0.0017686969	0.95356363	219	0	97.609604
"205"	"ELL3153A97"	"NoDesc"	0.806787	243256	0.95153123	262	0.8090217	0.82177866	0.27314097	17977	1	0.7160555	75	22.287083	0.0012136339	141	0	26661140	0.047970906	127025	32954790	0	0.59210104	97984	13236566	21382	0.04790325	0	0.12975259	0.8090217	0.66483676	26661140	0.002329167	222564	28574824	11135587	119	11169325	4816256	0.0017698598	230251	2.0198207	0.0038545232	0.8112564	187	0	98.04049
"206"	"ELL3153A98"	"NoDesc"	0.9517615	694446	0.95257986	148	0.95468044	0.74501216	0.35981905	21097	1	0.66189134	75	54.151966	0.0011831891	173	0	63642554	0.047015823	147001	66663724	0	0.5486418	108523	31584929	8581	0.019060079	0	0.20756766	0.95468044	0.7112485	63642554	0.002454401	578192	3981527	26829712	147	26932074	10880509	0.0018168517	596256	2.1659722	0.0022051123	0.9575994	229	0	97.89042
"207"	"ELL3153A99"	"NoDesc"	0.95294803	671451	0.9604681	189	0.95584464	0.74401355	0.28275758	18300	1	0.5945148	75	54.830475	0.0011606083	174	0	62617264	0.03925288	146702	65509876	0	0.5410296	97549	31096725	12203	0.024043141	0	0.21645458	0.95584464	0.7111614	62617264	0.0024271635	459288	3509734	26716655	146	26812766	10632358	0.0017919667	473269	1.7344732	0.0022393875	0.95874125	215	0	98.30995
"208"	"ELL3153A9"	"NoDesc"	0.9191176	187555	0.9456408	258	0.92173284	0.7821001	0.27655816	19564	1	0.6440897	75	32.665318	0.001127914	144	0	37327115	0.053855434	123141	40496675	0	0.55457366	103996	18525731	19070	0.035243284	0	0.16354074	0.92173284	0.7208873	37327115	0.0022245818	382920	12421861	15576607	120	15622756	6361516	0.0016746921	395549	2.469356	0.003040768	0.92434794	202	0	97.60068
